,Unnamed: 0,title,location1,location2,location3,area,orientation,room_type,price
0,0,整租·省政法学院家属院（贡元巷） 1室1厅 东,城关区,西关南关,省政法学院家属院（贡元巷）,50.00㎡,东,1室1厅1卫,1000
1,1,整租·三十五中家属院 1室1厅 南,城关区,东方红广场,三十五中家属院,40.00㎡,南,1室1厅0卫,1000
2,2,整租·甘家巷小区 1室0厅 东/西,城关区,西关南关,甘家巷小区,35.00㎡,东 西,1室0厅1卫,1000
3,3,整租·耿家庄社区 1室0厅 南/北,城关区,东方红广场,耿家庄社区,12.00㎡,南 北,1室0厅0卫,800
4,4,整租·甘肃省机关家属院 1室0厅 南,城关区,东方红广场,甘肃省机关家属院,20.00㎡,南,1室0厅1卫,800
5,5,整租·火电公司家属院（北区） 1室1厅 南,城关区,五泉广场,火电公司家属院（北区）,50.00㎡,南,1室1厅1卫,1000
6,6,整租·兰州市二十七中家属院 1室1厅 南,城关区,五泉广场,兰州市二十七中家属院,50.00㎡,南,1室1厅1卫,1000
7,7,整租·火电公司家属院（北区） 1室1厅 南,城关区,五泉广场,火电公司家属院（北区）,43.00㎡,南,1室1厅1卫,900
8,8,整租·煤炭局家属院 1室0厅 南,城关区,兰大盘旋路,煤炭局家属院,28.00㎡,南,1室0厅1卫,500
9,9,整租·春风广场 1室1厅 西,城关区,兰大盘旋路,春风广场,35.00㎡,西,1室1厅0卫,600
10,10,整租·甘肃省财贸学校家属院 1室0厅 南/北,城关区,兰大盘旋路,甘肃省财贸学校家属院,25.00㎡,南 北,1室0厅1卫,750
11,11,整租·玛雅大厦 1室0厅 南,城关区,西关南关,玛雅大厦,35.00㎡,南,1室0厅1卫,1000
12,12,整租·耿家庄小区 1室1厅 东/西,城关区,东方红广场,耿家庄小区,52.00㎡,东 西,1室1厅1卫,850
13,13,整租·兰烟家属院 1室1厅 南,城关区,西关南关,兰烟家属院,43.51㎡,南,1室1厅1卫,1000
14,14,整租·煤炭局家属院 1室0厅 南,城关区,兰大盘旋路,煤炭局家属院,25.00㎡,南,1室0厅0卫,600
15,15,整租·煤炭局家属院 1室0厅 南,城关区,兰大盘旋路,煤炭局家属院,22.00㎡,南,1室0厅0卫,600
16,16,整租·新厦开发公司家属院 1室1厅 南,城关区,西关南关,新厦开发公司家属院,50.00㎡,南,1室1厅1卫,700
17,17,整租·省工艺品进出口公司家属院 1室1厅 东,城关区,西关南关,省工艺品进出口公司家属院,36.00㎡,东,1室1厅1卫,1000
18,18,整租·玛雅大厦 1室0厅 南,城关区,西关南关,玛雅大厦,40.00㎡,南,1室0厅1卫,1000
19,19,整租·煤炭局家属院 1室0厅 南,城关区,兰大盘旋路,煤炭局家属院,20.00㎡,南,1室0厅1卫,500
20,20,整租·传输局家属院（金昌北路） 1室1厅 东/西,城关区,东方红广场,传输局家属院（金昌北路）,44.25㎡,东 西,1室1厅1卫,1000
21,21,整租·永昌路居民楼 1室1厅 北,城关区,西关南关,永昌路居民楼,40.00㎡,北,1室1厅1卫,1000
22,22,整租·兰州市邮政局家属楼（民主东路） 1室1厅 东/西,城关区,东方红广场,兰州市邮政局家属楼（民主东路）,50.00㎡,东 西,1室1厅1卫,1000
23,23,整租·飞天家园A区（南苑） 1室0厅 南/北,城关区,东部,飞天家园A区（南苑）,35.00㎡,南 北,1室0厅1卫,950
24,24,整租·玛雅大厦 1室0厅 北,城关区,西关南关,玛雅大厦,35.00㎡,北,1室0厅1卫,1000
25,25,整租·红西村社区（红山根西村/红山根西路） 1室1厅 东/西,城关区,火车站,红西村社区（红山根西村/红山根西路）,45.00㎡,东 西,1室1厅1卫,1000
26,26,整租·元森北新时代（玉兰园） 1室1厅 南,城关区,黄河北,元森北新时代（玉兰园）,30.00㎡,南,1室1厅1卫,600
27,27,整租·城关区蔬菜公司家属院 1室0厅 南,城关区,兰大盘旋路,城关区蔬菜公司家属院,10.00㎡,南,1室0厅1卫,400
28,28,整租·民基柏道路小区（王马巷） 1室1厅 南,城关区,西关南关,民基柏道路小区（王马巷）,36.00㎡,南,1室1厅1卫,800
29,29,整租·定西南路小区 1室0厅 南,城关区,火车站,定西南路小区,30.00㎡,南,1室0厅0卫,500
30,30,整租·省档案局家属院 1室1厅 东,城关区,五泉广场,省档案局家属院,60.00㎡,东,1室1厅1卫,1000
31,31,整租·邓家巷小区 1室1厅 西,城关区,西关南关,邓家巷小区,20.00㎡,西,1室1厅1卫,700
32,32,整租·华兴小区 1室1厅 南/北,城关区,九州,华兴小区,40.00㎡,南 北,1室1厅1卫,800
33,33,整租·轮胎厂家属院西区 1室0厅 东,城关区,火车站,轮胎厂家属院西区,32.00㎡,东,1室0厅1卫,800
34,34,整租·福泉佳苑 1室0厅 东/南,城关区,五泉广场,福泉佳苑,30.00㎡,东 南,1室0厅1卫,1000
35,35,整租·国资物业西关小区 1室0厅 南,城关区,西关南关,国资物业西关小区,33.00㎡,南,1室0厅1卫,700
39,39,整租·安康小区 1室1厅 南,城关区,火车站,安康小区,29.00㎡,南,1室1厅1卫,1000
40,40,整租·怡苑小区（铁路新村东街） 1室1厅 南,城关区,火车站,怡苑小区（铁路新村东街）,35.00㎡,南,1室1厅1卫,1000
41,41,整租·伏龙坪社区 1室1厅 南,城关区,五泉广场,伏龙坪社区,50.00㎡,南,1室1厅1卫,1000
42,42,整租·静安小区 1室0厅 东/西,城关区,西关南关,静安小区,70.00㎡,东 西,1室0厅1卫,800
44,44,整租·甘肃省残联小区（酒泉路） 1室0厅 北,城关区,西关南关,甘肃省残联小区（酒泉路）,40.00㎡,北,1室0厅1卫,1000
46,46,整租·付家巷小区（傅家巷） 1室1厅 南,城关区,西关南关,付家巷小区（傅家巷）,30.00㎡,南,1室1厅0卫,850
48,48,整租·兰州卷烟厂家属院（民主西路） 1室0厅 北,城关区,西关南关,兰州卷烟厂家属院（民主西路）,38.00㎡,北,1室0厅1卫,750
49,49,整租·金塔巷小区 1室1厅 南,城关区,西关南关,金塔巷小区,45.00㎡,南,1室1厅1卫,1000
50,50,整租·兰烟家属院 1室1厅 南/北,城关区,西关南关,兰烟家属院,31.00㎡,南 北,1室1厅1卫,900
51,51,整租·城投金砂茗园 1室0厅 南,城关区,大沙坪,城投金砂茗园,36.00㎡,南,1室0厅1卫,1000
52,52,整租·广电家园 1室0厅 北,城关区,万达大润发,广电家园,27.44㎡,北,1室0厅1卫,1000
53,53,整租·交通银行家属院（民主西路） 1室0厅 南/北,城关区,五泉广场,交通银行家属院（民主西路）,38.00㎡,南 北,1室0厅1卫,800
54,54,整租·惠陇小区 1室1厅 南,城关区,黄河北,惠陇小区,57.00㎡,南,1室1厅1卫,800
55,55,整租·甘肃省消防局家属院 1室0厅 北,城关区,西关南关,甘肃省消防局家属院,30.00㎡,北,1室0厅1卫,750
56,56,整租·耿家庄社区 1室1厅 东/西,城关区,东方红广场,耿家庄社区,28.00㎡,东 西,1室1厅0卫,750
57,57,整租·省百货公司家属院(民主西路) 1室1厅 东/西,城关区,西关南关,省百货公司家属院(民主西路),40.00㎡,东 西,1室1厅1卫,900
58,58,整租·金驼小区 1室1厅 西,城关区,东方红广场,金驼小区,50.00㎡,西,1室1厅1卫,800
59,59,整租·市国资物业（民勤街） 1室0厅 东北,城关区,西关南关,市国资物业（民勤街）,34.00㎡,东北,1室0厅1卫,1000
60,60,整租·北园小区 1室1厅 西北,城关区,文化宫,北园小区,35.00㎡,西北,1室1厅1卫,800
61,61,整租·省财政厅家属院(静宁路) 1室1厅 南,城关区,西关南关,省财政厅家属院(静宁路),50.00㎡,南,1室1厅1卫,1000
62,62,整租·省建设银行家属院（榆中街） 1室0厅 南,城关区,东方红广场,省建设银行家属院（榆中街）,23.00㎡,南,1室0厅0卫,700
63,63,整租·人民饭店（大众市场） 1室0厅 东/北,城关区,西关南关,人民饭店（大众市场）,20.00㎡,东 北,1室0厅1卫,630
64,64,整租·火电公司家属院（北区） 1室1厅 东,城关区,五泉广场,火电公司家属院（北区）,38.00㎡,东,1室1厅1卫,700
65,65,整租·建设银行家属院（华亭街） 1室1厅 南,城关区,东方红广场,建设银行家属院（华亭街）,32.00㎡,南,1室1厅1卫,1000
66,66,整租·城关区蔬菜公司家属院 1室0厅 北,城关区,兰大盘旋路,城关区蔬菜公司家属院,20.00㎡,北,1室0厅1卫,500
67,67,整租·红西村社区（红山根西村/红山根西路） 1室1厅 南/北,城关区,火车站,红西村社区（红山根西村/红山根西路）,54.00㎡,南 北,1室1厅1卫,1000
68,68,整租·甘肃省汽车工业公司家属院（正宁路） 1室0厅 南/北,城关区,西关南关,甘肃省汽车工业公司家属院（正宁路）,27.51㎡,南 北,1室0厅1卫,950
69,69,整租·信业小区 1室1厅 北,城关区,东方红广场,信业小区,45.00㎡,北,1室1厅1卫,1000
70,70,整租·市卷烟厂家属院（酒泉路） 1室1厅 西,城关区,西关南关,市卷烟厂家属院（酒泉路）,40.00㎡,西,1室1厅1卫,800
71,71,整租·兰烟家属院 1室0厅 东南,城关区,西关南关,兰烟家属院,40.00㎡,东南,1室0厅1卫,1000
72,72,整租·八冶家园北区 1室1厅 南,城关区,兰大盘旋路,八冶家园北区,40.00㎡,南,1室1厅0卫,900
73,73,整租·雷坛河贸易市场 1室1厅 南/西,城关区,五泉广场,雷坛河贸易市场,58.00㎡,南 西,1室1厅1卫,1000
74,74,整租·中街子小区 1室0厅 东南,城关区,西关南关,中街子小区,30.00㎡,东南,1室0厅0卫,1000
75,75,整租·中街子小区 1室1厅 南/北,城关区,西关南关,中街子小区,50.00㎡,南 北,1室1厅1卫,900
76,76,整租·省政协家属院（广场南路） 1室0厅 北,城关区,东方红广场,省政协家属院（广场南路）,22.00㎡,北,1室0厅0卫,600
77,77,整租·桥门小苑 1室1厅 南/北,城关区,西关南关,桥门小苑,40.00㎡,南 北,1室1厅1卫,900
78,78,整租·傲润天顺祥 1室1厅 南,城关区,九州,傲润天顺祥,65.00㎡,南,1室1厅1卫,950
79,79,整租·静安小区 1室1厅 东南,城关区,西关南关,静安小区,37.19㎡,东南,1室1厅1卫,1000
80,80,整租·甘报社大厦隔壁（白银路） 1室1厅 南/北,城关区,五泉广场,甘报社大厦隔壁（白银路）,56.00㎡,南 北,1室1厅1卫,1000
81,81,整租·甘肃省供销社家属院 1室1厅 南/北,城关区,兰大盘旋路,甘肃省供销社家属院,44.00㎡,南 北,1室1厅1卫,1000
82,82,整租·桥门新居 1室0厅 南,城关区,西关南关,桥门新居,25.00㎡,南,1室0厅0卫,700
83,83,整租·小汽车修理厂家属院（天水南路） 1室1厅 南,城关区,火车站,小汽车修理厂家属院（天水南路）,45.00㎡,南,1室1厅0卫,1000
84,84,整租·民东小区 1室0厅 东,城关区,火车站,民东小区,25.13㎡,东,1室0厅1卫,800
85,85,整租·市政家属院（中山林） 1室0厅 南,城关区,五泉广场,市政家属院（中山林）,35.00㎡,南,1室0厅1卫,1000
86,86,整租·兰州针织厂家属院 1室1厅 南,城关区,东方红广场,兰州针织厂家属院,45.00㎡,南,1室1厅1卫,1000
87,87,整租·财务局家属院（小南城巷） 1室1厅 北,城关区,西关南关,财务局家属院（小南城巷）,45.00㎡,北,1室1厅1卫,950
88,88,整租·兰林路小区 1室1厅 东北,城关区,西关南关,兰林路小区,50.00㎡,东北,1室1厅1卫,1000
89,89,整租·市工小院 1室1厅 南/北,城关区,五泉广场,市工小院,40.00㎡,南 北,1室1厅1卫,1000
90,90,整租·甘肃外贸畜产制品厂家属院新楼 1室1厅 南,城关区,黄河北,甘肃外贸畜产制品厂家属院新楼,60.00㎡,南,1室1厅1卫,1000
91,91,整租·新华港社区（华亭街） 1室0厅 东,城关区,西关南关,新华港社区（华亭街）,30.00㎡,东,1室0厅1卫,1000
92,92,整租·兰东小区家属院（白银路） 1室1厅 南,城关区,五泉广场,兰东小区家属院（白银路）,40.00㎡,南,1室1厅1卫,1000
93,93,整租·兰海一区 1室0厅 南,城关区,兰大盘旋路,兰海一区,28.00㎡,南,1室0厅0卫,800
94,94,整租·轮胎厂家属院西区 1室1厅 东,城关区,火车站,轮胎厂家属院西区,40.00㎡,东,1室1厅1卫,900
95,95,整租·红山根东路车辆家属院 1室1厅 西,城关区,火车站,红山根东路车辆家属院,35.00㎡,西,1室1厅1卫,1000
96,96,整租·兰州中信房地产公司（中林路/白银路） 1室1厅 南,城关区,西关南关,兰州中信房地产公司（中林路/白银路）,30.00㎡,南,1室1厅1卫,980
97,97,整租·市国资物业（民勤街） 1室0厅 南,城关区,西关南关,市国资物业（民勤街）,30.00㎡,南,1室0厅1卫,800
98,98,整租·市少儿活动中心家属院 1室1厅 南,城关区,西关南关,市少儿活动中心家属院,50.00㎡,南,1室1厅1卫,1000
99,99,整租·兰烟家属院 1室1厅 南,城关区,西关南关,兰烟家属院,40.00㎡,南,1室1厅1卫,1000
100,100,整租·省政协家属院（广场南路） 1室0厅 南,城关区,东方红广场,省政协家属院（广场南路）,21.00㎡,南,1室0厅0卫,1000
101,101,整租·乘警队小区（北院） 1室1厅 南/北,城关区,火车站,乘警队小区（北院）,33.00㎡,南 北,1室1厅1卫,1000
111,111,整租·北园小区 1室0厅 南/北,城关区,文化宫,北园小区,18.90㎡,南 北,1室0厅1卫,800
112,112,整租·富星家居广场 1室1厅 北,城关区,黄河北,富星家居广场,55.00㎡,北,1室1厅1卫,1000
113,113,整租·陈家湾子小区 1室0厅 南,城关区,西关南关,陈家湾子小区,35.00㎡,南,1室0厅1卫,950
114,114,整租·兰海一区 1室0厅 南/北,城关区,兰大盘旋路,兰海一区,30.00㎡,南 北,1室0厅1卫,900
115,115,整租·市局家属院(南城巷) 1室1厅 东/西,城关区,西关南关,市局家属院(南城巷),30.00㎡,东 西,1室1厅1卫,1000
116,116,整租·甘肃省粮食局家属院(张家园) 1室1厅 南,城关区,西关南关,甘肃省粮食局家属院(张家园),36.00㎡,南,1室1厅1卫,900
117,117,整租·耿家庄小区 1室1厅 东,城关区,东方红广场,耿家庄小区,40.00㎡,东,1室1厅1卫,900
118,118,整租·民东小区 1室0厅 东,城关区,火车站,民东小区,28.00㎡,东,1室0厅1卫,700
119,119,整租·红山根三村（红山根三村/红山根西路） 1室1厅 东/西,城关区,火车站,红山根三村（红山根三村/红山根西路）,28.00㎡,东 西,1室1厅1卫,1000
120,120,整租·火车站东路综合小区 1室2厅 南/北,城关区,火车站,火车站东路综合小区,39.01㎡,南 北,1室2厅1卫,1000
121,121,整租·红西村社区（红山根西村/红山根西路） 1室1厅 南/北,城关区,火车站,红西村社区（红山根西村/红山根西路）,35.00㎡,南 北,1室1厅1卫,1000
132,132,整租·兰滨小区 4室2厅 南/北,七里河区,吴家园,兰滨小区,172.00㎡,南 北,4室2厅2卫,5000
133,133,整租·曦华源 5室2厅 南,七里河区,曦华源,曦华源,230.00㎡,南,5室2厅2卫,6000
134,134,整租·曦华源 5室2厅 复式 南/北,七里河区,曦华源,曦华源,210.00㎡,南 北,5室2厅2卫,6000
135,135,整租·洪泰伟业小区 7室0厅 南,七里河区,晏家坪,洪泰伟业小区,588.00㎡,南,7室0厅0卫,26460
136,136,整租·西部广场 6室1厅 复式 南/北,七里河区,建工局,西部广场,98.98㎡,南 北,6室1厅6卫,6000
137,137,整租·兰石豪布斯卡珑园 5室2厅 南/北,七里河区,仁恒美林郡,兰石豪布斯卡珑园,240.00㎡,南 北,5室2厅2卫,6000
138,138,整租·曦华源 4室2厅 南/北,七里河区,曦华源,曦华源,249.00㎡,南 北,4室2厅2卫,5500
139,139,整租·兰州中心写字楼 9室9厅 西南,七里河区,西站,兰州中心写字楼,964.35㎡,西南,9室9厅1卫,106000
140,140,整租·兰石豪布斯卡琨园 9室4厅 复式 南/北,七里河区,金港城,兰石豪布斯卡琨园,330.00㎡,南 北,9室4厅6卫,7000
141,141,整租·洪泰伟业小区 8室2厅 南,七里河区,晏家坪,洪泰伟业小区,1000.00㎡,南,8室2厅4卫,63700
142,142,整租·兰州中天健广场 5室3厅 南/北,七里河区,仁恒美林郡,兰州中天健广场,300.00㎡,南 北,5室3厅2卫,19000
143,143,整租·兰州中天健广场 5室2厅 南,七里河区,仁恒美林郡,兰州中天健广场,126.00㎡,南,5室2厅1卫,11500
144,144,整租·曦华源 6室2厅 复式 南/北,七里河区,曦华源,曦华源,280.00㎡,南 北,6室2厅2卫,7500
145,145,整租·兰州中天健广场 5室2厅 北,七里河区,仁恒美林郡,兰州中天健广场,110.00㎡,北,5室2厅2卫,10000
146,146,整租·馨韵佳苑 4室2厅 复式 东南,七里河区,吴家园,馨韵佳苑,159.87㎡,东南,4室2厅2卫,5000
147,147,整租·洪泰伟业小区 6室0厅 南,七里河区,晏家坪,洪泰伟业小区,588.00㎡,南,6室0厅0卫,26000
148,148,整租·兰州中天健广场 4室2厅 南/北,七里河区,仁恒美林郡,兰州中天健广场,420.00㎡,南 北,4室2厅2卫,21000
149,149,整租·兰石豪布斯卡珑园 4室2厅 南,七里河区,仁恒美林郡,兰石豪布斯卡珑园,220.00㎡,南,4室2厅2卫,6000
150,150,整租·曦华源 6室3厅 复式 南/北,七里河区,曦华源,曦华源,107.00㎡,南 北,6室3厅2卫,5000
151,151,整租·兰州中心写字楼 4室1厅 南,七里河区,西站,兰州中心写字楼,413.00㎡,南,4室1厅1卫,27000
152,152,整租·百合家园 4室2厅 西北,七里河区,金港城,百合家园,220.00㎡,西北,4室2厅2卫,5000
153,153,整租·兰州中心写字楼 4室1厅 东,七里河区,西站,兰州中心写字楼,155.00㎡,东,4室1厅0卫,13500
154,154,整租·仁恒美林郡 5室2厅 复式 东南,七里河区,金港城,仁恒美林郡,98.00㎡,东南,5室2厅2卫,5400
155,155,整租·兰州中天健广场 6室4厅 南,七里河区,仁恒美林郡,兰州中天健广场,135.00㎡,南,6室4厅3卫,22000
156,156,整租·七里河供电局家属院 4室0厅 东,七里河区,西站,七里河供电局家属院,70.00㎡,东,4室0厅1卫,5500
157,157,整租·兰州中天健广场 6室2厅 南/北,七里河区,仁恒美林郡,兰州中天健广场,330.00㎡,南 北,6室2厅1卫,21000
158,158,整租·兰石豪布斯卡琨园 5室2厅 南,七里河区,金港城,兰石豪布斯卡琨园,220.00㎡,南,5室2厅2卫,6000
159,159,整租·恒大帝景 4室2厅 南/北,七里河区,秀川,恒大帝景,205.45㎡,南 北,4室2厅2卫,5600
160,160,整租·曦华源 4室1厅 东/南,七里河区,曦华源,曦华源,204.00㎡,东 南,4室1厅1卫,6000
161,161,整租·百合家园 4室2厅 南/北,七里河区,金港城,百合家园,240.00㎡,南 北,4室2厅2卫,6000
163,163,整租·百合家园 4室2厅 南/北,七里河区,金港城,百合家园,220.00㎡,南 北,4室2厅2卫,6000
164,164,整租·西部广场 8室1厅 西,七里河区,建工局,西部广场,200.00㎡,西,8室1厅2卫,6700
198,198,整租·兰州中天健广场 2室1厅 西,七里河区,仁恒美林郡,兰州中天健广场,80.00㎡,西,2室1厅1卫,6600
199,199,整租·兰州中天健广场 2室1厅 东,七里河区,仁恒美林郡,兰州中天健广场,82.00㎡,东,2室1厅1卫,6700
200,200,整租·兰州中天健广场 2室2厅 南,七里河区,仁恒美林郡,兰州中天健广场,80.00㎡,南,2室2厅1卫,6500
201,201,整租·兰州中天健广场 2室2厅 东南,七里河区,仁恒美林郡,兰州中天健广场,270.00㎡,东南,2室2厅2卫,11000
202,202,整租·兰州中天健广场 2室2厅 西南,七里河区,仁恒美林郡,兰州中天健广场,123.00㎡,西南,2室2厅1卫,11500
203,203,整租·兰州中天健广场 2室2厅 南,七里河区,仁恒美林郡,兰州中天健广场,55.00㎡,南,2室2厅2卫,5000
204,204,整租·兰州中心写字楼 2室2厅 南/西,七里河区,西站,兰州中心写字楼,122.00㎡,南 西,2室2厅1卫,7900
205,205,整租·兰州中心写字楼 2室1厅 东/南,七里河区,西站,兰州中心写字楼,125.00㎡,东 南,2室1厅1卫,7600
206,206,整租·兰州中天健广场 2室2厅 南,七里河区,仁恒美林郡,兰州中天健广场,135.00㎡,南,2室2厅2卫,11500
207,207,整租·兰州中天健广场 2室1厅 北,七里河区,仁恒美林郡,兰州中天健广场,62.00㎡,北,2室1厅1卫,5200
208,208,整租·兰州中天健广场 2室2厅 西南,七里河区,仁恒美林郡,兰州中天健广场,136.00㎡,西南,2室2厅1卫,12800
209,209,整租·兰州中天健广场 2室2厅 西南,七里河区,仁恒美林郡,兰州中天健广场,270.00㎡,西南,2室2厅1卫,12800
210,210,整租·馨韵佳苑 2室2厅 南,七里河区,吴家园,馨韵佳苑,225.18㎡,南,2室2厅2卫,6300
211,211,整租·兰州中天健广场 2室1厅 南,七里河区,仁恒美林郡,兰州中天健广场,61.00㎡,南,2室1厅1卫,5000
212,212,整租·兰州中天健广场 2室0厅 南/北,七里河区,仁恒美林郡,兰州中天健广场,68.00㎡,南 北,2室0厅1卫,5000
213,213,整租·兰州中天健广场 2室2厅 东南,七里河区,仁恒美林郡,兰州中天健广场,68.00㎡,东南,2室2厅1卫,5500
214,214,整租·兰州中天健广场 2室2厅 西北,七里河区,仁恒美林郡,兰州中天健广场,140.00㎡,西北,2室2厅1卫,5500
215,215,整租·兰州中天健广场 2室0厅 北,七里河区,仁恒美林郡,兰州中天健广场,62.00㎡,北,2室0厅1卫,5000
216,216,整租·兰州中天健广场 2室0厅 南,七里河区,仁恒美林郡,兰州中天健广场,136.00㎡,南,2室0厅1卫,11500
217,217,整租·兰州中天健广场 2室1厅 南/北,七里河区,仁恒美林郡,兰州中天健广场,135.00㎡,南 北,2室1厅1卫,10000
218,218,整租·兰州中心写字楼 2室1厅 东南,七里河区,西站,兰州中心写字楼,121.09㎡,东南,2室1厅1卫,9000
219,219,整租·大唐宫 1室1厅 南/北,七里河区,建工局,大唐宫,150.00㎡,南 北,1室1厅1卫,5500
220,220,整租·兰州中心写字楼 1室0厅 南/北,七里河区,西站,兰州中心写字楼,122.00㎡,南 北,1室0厅1卫,7000
221,221,整租·兰州中天健广场 1室2厅 南,七里河区,仁恒美林郡,兰州中天健广场,124.00㎡,南,1室2厅1卫,12500
222,222,整租·兰州中天健广场 1室0厅 北,七里河区,仁恒美林郡,兰州中天健广场,55.00㎡,北,1室0厅1卫,5000
223,223,整租·兰州中天健广场 1室1厅 东/北,七里河区,仁恒美林郡,兰州中天健广场,68.00㎡,东 北,1室1厅1卫,5500
224,224,整租·兰州中天健广场 1室1厅 东/北,七里河区,仁恒美林郡,兰州中天健广场,70.00㎡,东 北,1室1厅1卫,6500
225,225,整租·兰州中天健广场 1室1厅 南/北,七里河区,仁恒美林郡,兰州中天健广场,139.00㎡,南 北,1室1厅1卫,12000
226,226,整租·大唐宫 1室1厅 南,七里河区,建工局,大唐宫,150.00㎡,南,1室1厅1卫,5200
227,227,整租·兰州中心写字楼 1室1厅 南,七里河区,西站,兰州中心写字楼,150.00㎡,南,1室1厅0卫,15000
228,228,整租·兰石 豪布斯卡 1室0厅 南,七里河区,仁恒美林郡,兰石 豪布斯卡,119.00㎡,南,1室0厅0卫,10200
229,229,整租·兰州中心写字楼 1室1厅 东,七里河区,西站,兰州中心写字楼,80.00㎡,东,1室1厅0卫,6800
230,230,整租·洪泰伟业小区 1室1厅 东/西,七里河区,晏家坪,洪泰伟业小区,588.00㎡,东 西,1室1厅1卫,29400
231,231,整租·兰州中心写字楼 1室1厅 西南,七里河区,西站,兰州中心写字楼,86.00㎡,西南,1室1厅1卫,7500
232,232,整租·兰州中天健广场 1室1厅 北,七里河区,仁恒美林郡,兰州中天健广场,62.00㎡,北,1室1厅1卫,5500
233,233,整租·兰州中心写字楼 1室1厅 南,七里河区,西站,兰州中心写字楼,80.00㎡,南,1室1厅0卫,7000
234,234,整租·兰州中天健广场 1室0厅 东,七里河区,仁恒美林郡,兰州中天健广场,244.00㎡,东,1室0厅2卫,11000
235,235,整租·兰州中天健广场 1室0厅 南,七里河区,仁恒美林郡,兰州中天健广场,68.00㎡,南,1室0厅1卫,5200
236,236,整租·兰州中天健广场 1室1厅 东,七里河区,仁恒美林郡,兰州中天健广场,82.00㎡,东,1室1厅1卫,7000
237,237,整租·兰州中天健广场 1室3厅 南/北,七里河区,仁恒美林郡,兰州中天健广场,91.00㎡,南 北,1室3厅1卫,5800
238,238,整租·兰州中天健广场 1室0厅 南,七里河区,仁恒美林郡,兰州中天健广场,68.00㎡,南,1室0厅1卫,5500
239,239,整租·兰州中天健广场 1室1厅 南,七里河区,仁恒美林郡,兰州中天健广场,69.00㎡,南,1室1厅1卫,5000
240,240,整租·兰州中天健广场 1室1厅 南,七里河区,仁恒美林郡,兰州中天健广场,65.00㎡,南,1室1厅1卫,5000
241,241,整租·兰州中天健广场 1室1厅 北,七里河区,仁恒美林郡,兰州中天健广场,55.00㎡,北,1室1厅1卫,5000
242,242,整租·融信大厦 1室1厅 东/南/西/北,七里河区,吴家园,融信大厦,388.00㎡,东 南 西 北,1室1厅1卫,23000
244,244,整租·兰州中天健广场 1室1厅 北,七里河区,仁恒美林郡,兰州中天健广场,75.00㎡,北,1室1厅1卫,6000
245,245,整租·兰州中心写字楼 1室1厅 南,七里河区,西站,兰州中心写字楼,86.00㎡,南,1室1厅1卫,6500
246,246,整租·兰州中天健广场 1室1厅 北,七里河区,仁恒美林郡,兰州中天健广场,110.00㎡,北,1室1厅1卫,10000
247,247,整租·兰州中天健广场 1室0厅 北,七里河区,仁恒美林郡,兰州中天健广场,75.00㎡,北,1室0厅1卫,5600
248,248,整租·兰州中心写字楼 1室1厅 南,七里河区,西站,兰州中心写字楼,101.00㎡,南,1室1厅0卫,7000
249,249,整租·兰州中天健广场 1室1厅 南,七里河区,仁恒美林郡,兰州中天健广场,122.00㎡,南,1室1厅1卫,13000
250,250,整租·兰州中心写字楼 1室2厅 南,七里河区,西站,兰州中心写字楼,101.00㎡,南,1室2厅0卫,8000
251,251,整租·佳和商务中心 1室0厅 北,七里河区,西站,佳和商务中心,81.00㎡,北,1室0厅0卫,7300
252,252,整租·兰州中天健广场 1室1厅 南,七里河区,仁恒美林郡,兰州中天健广场,136.00㎡,南,1室1厅1卫,12500
253,253,整租·兰州中心写字楼 1室1厅 南/北,七里河区,西站,兰州中心写字楼,530.46㎡,南 北,1室1厅1卫,53000
254,254,整租·兰州中天健广场 1室5厅 东/西,七里河区,仁恒美林郡,兰州中天健广场,80.00㎡,东 西,1室5厅2卫,6500
255,255,整租·兰石豪布斯卡瑞园 1室1厅 南,七里河区,仁恒美林郡,兰石豪布斯卡瑞园,61.62㎡,南,1室1厅0卫,5500
256,256,整租·兰州中天健广场 1室1厅 西/北,七里河区,仁恒美林郡,兰州中天健广场,70.00㎡,西 北,1室1厅1卫,5300
257,257,整租·兰州中心写字楼 1室1厅 北,七里河区,西站,兰州中心写字楼,150.00㎡,北,1室1厅1卫,14500
259,259,整租·兰州中天健广场 1室0厅 南,七里河区,仁恒美林郡,兰州中天健广场,62.00㎡,南,1室0厅1卫,5100
260,260,整租·兰州中天健广场 1室1厅 南/北,七里河区,仁恒美林郡,兰州中天健广场,82.00㎡,南 北,1室1厅1卫,7800
261,261,整租·兰州中天健广场 1室1厅 西,七里河区,仁恒美林郡,兰州中天健广场,135.00㎡,西,1室1厅1卫,11000
262,262,整租·兰石 豪布斯卡 1室1厅 东北,七里河区,仁恒美林郡,兰石 豪布斯卡,227.00㎡,东北,1室1厅0卫,20000
263,263,整租·兰州中天健广场 1室1厅 西/北,七里河区,仁恒美林郡,兰州中天健广场,124.00㎡,西 北,1室1厅1卫,11000
264,264,整租·兰州中天健广场 1室1厅 东/北,七里河区,仁恒美林郡,兰州中天健广场,122.00㎡,东 北,1室1厅1卫,11600
265,265,整租·骆驼巷（高层） 1室0厅 东/南/西/北,七里河区,建工局,骆驼巷（高层）,600.00㎡,东 南 西 北,1室0厅1卫,7300
